station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
BWI,2019-07-15 09:20,M,M,M,280.00,2.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 150920Z AUTO 28002KT 10SM CLR 21/15 A3005 RMK T02100150 MADISHF
BWI,2019-07-15 09:25,M,M,M,290.00,2.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 150925Z AUTO 29002KT 10SM CLR 21/15 A3005 RMK T02100150 MADISHF
BWI,2019-07-15 09:30,M,M,M,0.00,0.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 150930Z AUTO 00000KT 10SM CLR 21/15 A3005 RMK T02100150 MADISHF
BWI,2019-07-15 09:35,M,M,M,0.00,0.00,M,30.06,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 150935Z AUTO 00000KT 10SM CLR 21/15 A3005 RMK T02100150 MADISHF
BWI,2019-07-15 09:40,M,M,M,0.00,0.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 150940Z AUTO 00000KT 10SM CLR 21/15 A3006 RMK T02100150 MADISHF
BWI,2019-07-15 09:45,M,M,M,0.00,0.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 150945Z AUTO 00000KT 10SM CLR 21/15 A3006 RMK T02100150 MADISHF
BWI,2019-07-15 09:50,M,M,M,320.00,4.00,M,30.07,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 150950Z AUTO 32004KT 10SM 21/15 A3006 RMK T02100150 MADISHF
BWI,2019-07-15 09:54,68.00,59.00,72.92,310.00,4.00,0.00,30.07,1018.10,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,68.00,KBWI 150954Z 31004KT 10SM FEW250 20/15 A3007 RMK AO2 SLP181 T02000150
BWI,2019-07-15 09:55,M,M,M,310.00,4.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 150955Z AUTO 31004KT 10SM CLR 19/15 A3006 RMK T01900150 MADISHF
BWI,2019-07-15 10:00,M,M,M,0.00,0.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151000Z AUTO 00000KT 10SM CLR 19/15 A3006 RMK T01900150 MADISHF
BWI,2019-07-15 10:05,M,M,M,0.00,0.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151005Z AUTO 00000KT 10SM CLR 19/15 A3006 RMK T01900150 MADISHF
BWI,2019-07-15 10:10,M,M,M,0.00,0.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151010Z AUTO 00000KT 10SM CLR 21/15 A3006 RMK T02100150 MADISHF
BWI,2019-07-15 10:15,M,M,M,360.00,2.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151015Z AUTO 36002KT 10SM CLR 21/15 A3007 RMK T02100150 VRB03KT  MADISHF
BWI,2019-07-15 10:20,M,M,M,340.00,4.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151020Z AUTO 34004KT 10SM CLR 21/15 A3007 RMK T02100150 MADISHF
BWI,2019-07-15 10:25,M,M,M,340.00,4.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151025Z AUTO 34004KT 10SM CLR 22/15 A3007 RMK T02200150 VRB04KT  MADISHF
BWI,2019-07-15 10:30,M,M,M,310.00,4.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151030Z AUTO 31004KT 10SM CLR 21/15 A3007 RMK T02100150 VRB04KT  MADISHF
BWI,2019-07-15 10:35,M,M,M,310.00,5.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151035Z AUTO 31005KT 10SM CLR 21/15 A3009 RMK T02100150 VRB05KT  MADISHF
BWI,2019-07-15 10:40,M,M,M,330.00,5.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151040Z AUTO 33005KT 10SM CLR 21/16 A3009 RMK T02100160 MADISHF
BWI,2019-07-15 10:45,M,M,M,340.00,4.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151045Z AUTO 34004KT 10SM CLR 21/16 A3007 RMK T02100160 MADISHF
BWI,2019-07-15 10:50,M,M,M,340.00,2.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151050Z AUTO 34002KT 10SM 21/16 A3007 RMK T02100160 MADISHF
BWI,2019-07-15 10:54,71.10,60.10,68.21,M,3.00,0.00,30.09,1018.60,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,71.10,KBWI 151054Z VRB03KT 10SM FEW250 22/16 A3009 RMK AO2 SLP186 T02170156
BWI,2019-07-15 10:55,M,M,M,0.00,0.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151055Z AUTO 00000KT 10SM CLR 22/16 A3009 RMK T02200160 MADISHF
BWI,2019-07-15 11:00,M,M,M,0.00,0.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151100Z AUTO 00000KT 10SM CLR 22/16 A3009 RMK T02200160 MADISHF
BWI,2019-07-15 11:05,M,M,M,0.00,0.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151105Z AUTO 00000KT 10SM CLR 22/16 A3009 RMK T02200160 MADISHF
BWI,2019-07-15 11:10,M,M,M,0.00,0.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151110Z AUTO 00000KT 10SM CLR 22/16 A3009 RMK T02200160 MADISHF
BWI,2019-07-15 11:15,M,M,M,0.00,0.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151115Z AUTO 00000KT 10SM CLR 23/15 A3009 RMK T02300150 MADISHF
BWI,2019-07-15 11:20,M,M,M,0.00,0.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151120Z AUTO 00000KT 10SM CLR 23/16 A3009 RMK T02300160 MADISHF
BWI,2019-07-15 11:25,M,M,M,0.00,0.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151125Z AUTO 00000KT 10SM CLR 23/16 A3009 RMK T02300160 MADISHF
BWI,2019-07-15 11:30,M,M,M,0.00,0.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151130Z AUTO 00000KT 10SM CLR 24/16 A3009 RMK T02400160 MADISHF
BWI,2019-07-15 11:35,M,M,M,30.00,2.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151135Z AUTO 03002KT 10SM CLR 24/16 A3009 RMK T02400160 VRB03KT  MADISHF
BWI,2019-07-15 11:40,M,M,M,0.00,0.00,M,30.09,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151140Z AUTO 00000KT 10SM CLR 24/16 A3009 RMK T02400160 MADISHF
BWI,2019-07-15 11:45,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151145Z AUTO 00000KT 10SM CLR 24/16 A3010 RMK T02400160 MADISHF
BWI,2019-07-15 11:50,M,M,M,50.00,4.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151150Z AUTO 05004KT 10SM CLR 24/16 A3010 RMK T02400160 MADISHF
BWI,2019-07-15 11:54,75.90,61.00,59.92,50.00,3.00,0.00,30.10,1019.00,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,75.90,KBWI 151154Z 05003KT 10SM FEW250 24/16 A3010 RMK AO2 SLP190 T02440161 10244 20189 51015
BWI,2019-07-15 11:55,M,M,M,50.00,4.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151155Z AUTO 05004KT 10SM CLR 24/16 A3010 RMK T02400160 MADISHF
BWI,2019-07-15 12:00,M,M,M,40.00,5.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151200Z AUTO 04005KT 10SM CLR 25/16 A3010 RMK T02500160 MADISHF
BWI,2019-07-15 12:05,M,M,M,80.00,4.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151205Z AUTO 08004KT 10SM CLR 25/17 A3010 RMK T02500170 MADISHF
BWI,2019-07-15 12:10,M,M,M,70.00,5.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151210Z AUTO 07005KT 10SM CLR 26/17 A3010 RMK T02600170 MADISHF
BWI,2019-07-15 12:15,M,M,M,80.00,5.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151215Z AUTO 08005KT 10SM CLR 26/17 A3010 RMK T02600170 MADISHF
BWI,2019-07-15 12:20,M,M,M,60.00,8.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151220Z AUTO 06008KT 10SM CLR 26/17 A3010 RMK T02600170 MADISHF
BWI,2019-07-15 12:25,M,M,M,70.00,8.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151225Z AUTO 07008KT 10SM CLR 26/17 A3010 RMK T02600170 MADISHF
BWI,2019-07-15 12:30,M,M,M,80.00,7.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151230Z AUTO 08007KT 10SM CLR 26/17 A3011 RMK T02600170 MADISHF
BWI,2019-07-15 12:35,M,M,M,70.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151235Z AUTO 07005KT 10SM CLR 26/17 A3011 RMK T02600170 MADISHF
BWI,2019-07-15 12:40,M,M,M,90.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151240Z AUTO 09005KT 10SM CLR 26/17 A3011 RMK T02600170 MADISHF
BWI,2019-07-15 12:45,M,M,M,90.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151245Z AUTO 09005KT 10SM CLR 26/17 A3011 RMK T02600170 MADISHF
BWI,2019-07-15 12:50,M,M,M,80.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151250Z AUTO 08005KT 10SM CLR 26/17 A3011 RMK T02600170 MADISHF
BWI,2019-07-15 12:54,79.00,62.10,56.23,80.00,7.00,0.00,30.11,1019.60,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,80.41,KBWI 151254Z 08007KT 10SM FEW250 26/17 A3011 RMK AO2 SLP196 T02610167
BWI,2019-07-15 12:55,M,M,M,70.00,7.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151255Z AUTO 07007KT 10SM CLR 26/17 A3011 RMK T02600170 MADISHF
BWI,2019-07-15 13:00,M,M,M,80.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151300Z AUTO 08005KT 10SM CLR 27/17 A3011 RMK T02700170 MADISHF
BWI,2019-07-15 13:05,M,M,M,70.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151305Z AUTO 07005KT 10SM CLR 26/17 A3011 RMK T02600170 MADISHF
BWI,2019-07-15 13:10,M,M,M,70.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151310Z AUTO 07005KT 10SM CLR 27/17 A3011 RMK T02700170 MADISHF
BWI,2019-07-15 13:15,M,M,M,90.00,7.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151315Z AUTO 09007KT 10SM CLR 27/16 A3011 RMK T02700160 MADISHF
BWI,2019-07-15 13:20,M,M,M,90.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151320Z AUTO 09005KT 10SM CLR 27/16 A3011 RMK T02700160 MADISHF
BWI,2019-07-15 13:25,M,M,M,90.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151325Z AUTO 09005KT 10SM CLR 27/17 A3011 RMK T02700170 MADISHF
BWI,2019-07-15 13:30,M,M,M,70.00,7.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151330Z AUTO 07007KT 10SM CLR 27/17 A3011 RMK T02700170 MADISHF
BWI,2019-07-15 13:35,M,M,M,70.00,5.00,M,30.12,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151335Z AUTO 07005KT 10SM CLR 27/17 A3012 RMK T02700170 MADISHF
BWI,2019-07-15 13:40,M,M,M,90.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151340Z AUTO 09005KT 10SM CLR 27/17 A3011 RMK T02700170 MADISHF
BWI,2019-07-15 13:45,M,M,M,90.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151345Z AUTO 09005KT 10SM CLR 27/17 A3011 RMK T02700170 MADISHF
BWI,2019-07-15 13:50,M,M,M,100.00,7.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151350Z AUTO 10007KT 10SM CLR 27/17 A3011 RMK T02700170 MADISHF
BWI,2019-07-15 13:54,81.00,62.10,52.66,100.00,6.00,0.00,30.11,1019.60,10.00,M,FEW,FEW,M,M,200.00,25000.00,M,M,M,M,M,M,M,M,M,82.06,KBWI 151354Z 10006KT 10SM FEW002 FEW250 27/17 A3011 RMK AO2 SLP196 FU FEW002 T02720167
BWI,2019-07-15 13:55,M,M,M,90.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151355Z AUTO 09005KT 10SM CLR 27/17 A3011 RMK T02700170 MADISHF
BWI,2019-07-15 14:00,M,M,M,80.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151400Z AUTO 08005KT 10SM CLR 28/17 A3011 RMK T02800170 MADISHF
BWI,2019-07-15 14:05,M,M,M,30.00,7.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151405Z AUTO 03007KT 10SM CLR 27/17 A3011 RMK T02700170 MADISHF
BWI,2019-07-15 14:10,M,M,M,50.00,4.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151410Z AUTO 05004KT 10SM CLR 28/17 A3011 RMK T02800170 MADISHF
BWI,2019-07-15 14:15,M,M,M,40.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151415Z AUTO 04005KT 10SM CLR 28/17 A3011 RMK T02800170 MADISHF
BWI,2019-07-15 14:20,M,M,M,50.00,5.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151420Z AUTO 05005KT 10SM CLR 28/16 A3011 RMK T02800160 MADISHF
BWI,2019-07-15 14:25,M,M,M,0.00,0.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151425Z AUTO 00000KT 10SM CLR 28/16 A3011 RMK T02800160 MADISHF
BWI,2019-07-15 14:30,M,M,M,50.00,5.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151430Z AUTO 05005KT 10SM CLR 28/17 A3010 RMK T02800170 MADISHF
BWI,2019-07-15 14:35,M,M,M,60.00,5.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151435Z AUTO 06005KT 10SM CLR 28/16 A3010 RMK T02800160 VRB05KT  MADISHF
BWI,2019-07-15 14:40,M,M,M,80.00,5.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151440Z AUTO 08005KT 10SM CLR 28/17 A3010 RMK T02800170 MADISHF
BWI,2019-07-15 14:45,M,M,M,30.00,5.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151445Z AUTO 03005KT 10SM CLR 28/16 A3010 RMK T02800160 VRB05KT  MADISHF
BWI,2019-07-15 14:50,M,M,M,350.00,4.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151450Z AUTO 35004KT 10SM CLR 28/17 A3010 RMK T02800170 MADISHF
BWI,2019-07-15 14:54,82.90,62.10,49.51,10.00,4.00,0.00,30.11,1019.30,10.00,M,FEW,FEW,M,M,4800.00,25000.00,M,M,M,M,M,M,M,M,M,83.70,KBWI 151454Z 01004KT 10SM FEW048 FEW250 28/17 A3011 RMK AO2 SLP193 T02830167 50003
BWI,2019-07-15 14:55,M,M,M,20.00,4.00,M,30.11,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151455Z AUTO 02004KT 10SM CLR 28/17 A3011 RMK T02800170 MADISHF
BWI,2019-07-15 15:00,M,M,M,10.00,4.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151500Z AUTO 01004KT 10SM CLR 28/16 A3010 RMK T02800160 VRB04KT  MADISHF
BWI,2019-07-15 15:05,M,M,M,60.00,5.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151505Z AUTO 06005KT 10SM CLR 28/17 A3010 RMK T02800170 MADISHF
BWI,2019-07-15 15:10,M,M,M,90.00,5.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151510Z AUTO 09005KT 10SM CLR 28/17 A3010 RMK T02800170 MADISHF
BWI,2019-07-15 15:15,M,M,M,120.00,4.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151515Z AUTO 12004KT 10SM CLR 28/17 A3010 RMK T02800170 MADISHF
BWI,2019-07-15 15:20,M,M,M,150.00,5.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151520Z AUTO 15005KT 10SM CLR 28/17 A3010 RMK T02800170 MADISHF
BWI,2019-07-15 15:25,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151525Z AUTO 00000KT 10SM CLR 28/17 A3010 RMK T02800170 MADISHF
BWI,2019-07-15 15:30,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151530Z AUTO 00000KT 10SM CLR 28/16 A3010 RMK T02800160 MADISHF
BWI,2019-07-15 15:35,M,M,M,50.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151535Z AUTO 05002KT 10SM CLR 29/17 A3010 RMK T02900170 VRB03KT  MADISHF
BWI,2019-07-15 15:40,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151540Z AUTO 00000KT 10SM CLR 29/18 A3010 RMK T02900180 MADISHF
BWI,2019-07-15 15:45,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151545Z AUTO 00000KT 10SM CLR 29/17 A3010 RMK T02900170 MADISHF
BWI,2019-07-15 15:50,M,M,M,0.00,0.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151550Z AUTO 00000KT 10SM CLR 30/17 A3010 RMK T03000170 MADISHF
BWI,2019-07-15 15:54,84.90,63.00,47.91,M,4.00,0.00,30.10,1019.10,10.00,M,FEW,SCT,M,M,5000.00,25000.00,M,M,M,M,M,M,M,M,M,85.83,KBWI 151554Z VRB04KT 10SM FEW050 SCT250 29/17 A3010 RMK AO2 SLP191 T02940172
BWI,2019-07-15 15:55,M,M,M,100.00,4.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151555Z AUTO 10004KT 10SM CLR 29/17 A3010 RMK T02900170 MADISHF
BWI,2019-07-15 16:00,M,M,M,230.00,4.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151600Z AUTO 23004KT 10SM CLR 29/17 A3010 RMK T02900170 VRB04KT  MADISHF
BWI,2019-07-15 16:05,M,M,M,250.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151605Z AUTO 25002KT 10SM CLR 29/17 A3010 RMK T02900170 VRB03KT  MADISHF
BWI,2019-07-15 16:10,M,M,M,120.00,2.00,M,30.10,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KBWI 151610Z AUTO 12002KT 10SM CLR 29/17 A3010 RMK T02900170 MADISHF
BWI,2019-07-15 16:15,M,M,M,190.00,2.00,M,30.10,M,10.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151615Z AUTO 19002KT 10SM FEW055 29/17 A3010 RMK T02900170 VRB03KT  MADISHF
BWI,2019-07-15 16:20,M,M,M,260.00,2.00,M,30.10,M,10.00,M,SCT,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151620Z AUTO 26002KT 10SM SCT055 30/18 A3010 RMK T03000180 VRB03KT  MADISHF
BWI,2019-07-15 16:25,M,M,M,220.00,5.00,M,30.09,M,10.00,M,SCT,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151625Z AUTO 22005KT 10SM SCT055 30/18 A3009 RMK T03000180 MADISHF
BWI,2019-07-15 16:30,M,M,M,200.00,5.00,M,30.09,M,10.00,M,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151630Z AUTO 20005KT 10SM SCT050 30/18 A3009 RMK T03000180 MADISHF
BWI,2019-07-15 16:35,M,M,M,200.00,2.00,M,30.09,M,10.00,M,BKN,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151635Z AUTO 20002KT 10SM BKN050 29/17 A3009 RMK T02900170 MADISHF
BWI,2019-07-15 16:40,M,M,M,0.00,0.00,M,30.09,M,10.00,M,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151640Z AUTO 00000KT 10SM BKN055 29/18 A3009 RMK T02900180 MADISHF
BWI,2019-07-15 16:45,M,M,M,110.00,5.00,M,30.09,M,10.00,M,SCT,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151645Z AUTO 11005KT 10SM SCT055 29/17 A3009 RMK T02900170 MADISHF
BWI,2019-07-15 16:50,M,M,M,70.00,2.00,M,30.09,M,10.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151650Z AUTO 07002KT 10SM FEW055 29/17 A3009 RMK T02900170 VRB03KT  MADISHF
BWI,2019-07-15 16:54,86.00,62.10,44.81,M,3.00,0.00,30.09,1018.60,10.00,M,FEW,FEW,M,M,5500.00,25000.00,M,M,M,M,M,M,M,M,M,86.52,KBWI 151654Z VRB03KT 10SM FEW055 FEW250 30/17 A3009 RMK AO2 SLP186 T03000167
BWI,2019-07-15 16:55,M,M,M,350.00,2.00,M,30.09,M,10.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151655Z AUTO 35002KT 10SM FEW055 30/17 A3009 RMK T03000170 VRB03KT  MADISHF
BWI,2019-07-15 17:00,M,M,M,0.00,0.00,M,30.08,M,10.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151700Z AUTO 00000KT 10SM FEW055 31/17 A3007 RMK T03100170 MADISHF
BWI,2019-07-15 17:05,M,M,M,250.00,2.00,M,30.08,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151705Z AUTO 25002KT 10SM FEW060 31/16 A3007 RMK T03100160 VRB03KT  MADISHF
BWI,2019-07-15 17:10,M,M,M,240.00,5.00,M,30.08,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151710Z AUTO 24005KT 10SM FEW060 30/16 A3007 RMK T03000160 VRB05KT  MADISHF
BWI,2019-07-15 17:15,M,M,M,0.00,0.00,M,30.08,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151715Z AUTO 00000KT 10SM FEW060 30/16 A3007 RMK T03000160 MADISHF
BWI,2019-07-15 17:20,M,M,M,290.00,5.00,M,30.08,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151720Z AUTO 29005KT 10SM FEW060 30/16 A3007 RMK T03000160 MADISHF
BWI,2019-07-15 17:25,M,M,M,240.00,7.00,M,30.07,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151725Z AUTO 24007KT 10SM FEW060 29/16 A3006 RMK T02900160 MADISHF
BWI,2019-07-15 17:30,M,M,M,260.00,5.00,M,30.07,M,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,M,KBWI 151730Z AUTO 26005KT 10SM FEW060 30/16 A3006 RMK T03000160 MADISHF
